Ara Tribe,Protoss,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,Overpool,6,0
Akilae Tribe,Protoss,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,Overpool,5,0
Venatir Tribe,Protoss,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,Overpool,4,0
Shelak Tribe,Protoss,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,Overpool,3,0
Sargas Tribe,Protoss,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,Overpool,3,0
Auriga Tribe,Protoss,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,Overpool,5,0
Furinax Tribe,Protoss,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,Overpool,6,0
Velari Tribe,Protoss,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,Overpool,1,0
Auriga Tribe,Unknown,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,HiveTech,1,0
Fenris Brood,Unknown,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,HiveTech,3,1
Atlas Wing,Unknown,de2ada75fbc741cfa261ee467bf6416b10f9e301,HiveTech,2,0
Tiamat Brood,Unknown,9bfc271360fa5bab3707a29e1326b84d0ff58911,HiveTech,1,0
Leviathan Brood,Unknown,a220d93efdf05a439b83546a579953c63c863ca7,HiveTech,2,1
Atlas Wing,Unknown,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,HiveTech,3,0
Epsilon Squadron,Unknown,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,HiveTech,1,0
Epsilon Squadron,Unknown,83320e505f35c65324e93510ce2eafbaa71c9aa1,HiveTech,2,0
Atlas Wing,Unknown,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,HiveTech,1,0
Akilae Tribe,Unknown,de2ada75fbc741cfa261ee467bf6416b10f9e301,HiveTech,1,0
Sargas Tribe,Unknown,83320e505f35c65324e93510ce2eafbaa71c9aa1,HiveTech,1,0
Akilae Tribe,Unknown,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,HiveTech,1,0
Velari Tribe,Unknown,de2ada75fbc741cfa261ee467bf6416b10f9e301,HiveTech,1,0
Jormungand Brood,Unknown,6f8da3c3cc8d08d9cf882700efa049280aedca8c,HiveTech,2,0
Grendel Brood,Unknown,450a792de0e544b51af5de578061cb8a2f020f32,HiveTech,3,1
Cronus Wing,Unknown,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,HiveTech,1,0
Elite Guard,Unknown,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,HiveTech,3,0
Furinax Tribe,Unknown,9bfc271360fa5bab3707a29e1326b84d0ff58911,HiveTech,1,0
Ara Tribe,Unknown,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,HiveTech,2,1
Fenris Brood,Unknown,83320e505f35c65324e93510ce2eafbaa71c9aa1,HiveTech,1,0
Garm Brood,Unknown,83320e505f35c65324e93510ce2eafbaa71c9aa1,HiveTech,1,0
Kel-Morian Combine,Unknown,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,HiveTech,1,0
Kel-Morian Combine,Unknown,de2ada75fbc741cfa261ee467bf6416b10f9e301,HiveTech,1,0
Venatir Tribe,Unknown,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,HiveTech,1,0
Shelak Tribe,Unknown,83320e505f35c65324e93510ce2eafbaa71c9aa1,HiveTech,1,0
Leviathan Brood,Unknown,6f8da3c3cc8d08d9cf882700efa049280aedca8c,HiveTech,1,0
Fenris Brood,Unknown,a220d93efdf05a439b83546a579953c63c863ca7,HiveTech,1,0
Grendel Brood,Unknown,de2ada75fbc741cfa261ee467bf6416b10f9e301,HiveTech,1,0
Kel-Morian Combine,Unknown,a220d93efdf05a439b83546a579953c63c863ca7,HiveTech,1,0
Mar Sara,Unknown,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,HiveTech,2,0
Auriga Tribe,Unknown,de2ada75fbc741cfa261ee467bf6416b10f9e301,HiveTech,2,0
Furinax Tribe,Unknown,450a792de0e544b51af5de578061cb8a2f020f32,HiveTech,1,0
Jormungand Brood,Unknown,a220d93efdf05a439b83546a579953c63c863ca7,HiveTech,1,0
Epsilon Squadron,Unknown,6f8da3c3cc8d08d9cf882700efa049280aedca8c,HiveTech,2,2
Surtur Brood,Unknown,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,HiveTech,1,1
Venatir Tribe,Unknown,450a792de0e544b51af5de578061cb8a2f020f32,HiveTech,1,1
Antiga,Unknown,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,HiveTech,1,0
Akilae Tribe,Unknown,a220d93efdf05a439b83546a579953c63c863ca7,HiveTech,2,2
Velari Tribe,Unknown,6f8da3c3cc8d08d9cf882700efa049280aedca8c,HiveTech,1,0
Ara Tribe,Unknown,de2ada75fbc741cfa261ee467bf6416b10f9e301,HiveTech,1,0
Baelrog Brood,Unknown,9bfc271360fa5bab3707a29e1326b84d0ff58911,HiveTech,4,4
Ara Tribe,Unknown,83320e505f35c65324e93510ce2eafbaa71c9aa1,HiveTech,1,0
Ara Tribe,Unknown,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,HiveTech,1,0
Fenris Brood,Unknown,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,HiveTech,1,0
Antiga,Unknown,de2ada75fbc741cfa261ee467bf6416b10f9e301,HiveTech,1,0
Elite Guard,Unknown,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,HiveTech,3,0
Ara Tribe,Unknown,6f8da3c3cc8d08d9cf882700efa049280aedca8c,HiveTech,1,1
Mar Sara,Unknown,83320e505f35c65324e93510ce2eafbaa71c9aa1,HiveTech,1,0
Antiga,Unknown,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,HiveTech,2,0
Venatir Tribe,Unknown,de2ada75fbc741cfa261ee467bf6416b10f9e301,HiveTech,1,0
Cronus Wing,Unknown,de2ada75fbc741cfa261ee467bf6416b10f9e301,HiveTech,1,1
Velari Tribe,Unknown,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,MutaHive,2,0
Surtur Brood,Unknown,de2ada75fbc741cfa261ee467bf6416b10f9e301,MutaHive,2,0
Epsilon Squadron,Unknown,a220d93efdf05a439b83546a579953c63c863ca7,MutaHive,1,0
Atlas Wing,Unknown,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,MutaHive,2,0
Velari Tribe,Unknown,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,MutaHive,1,0
Shelak Tribe,Unknown,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,HiveTech,1,0
Leviathan Brood,Unknown,de2ada75fbc741cfa261ee467bf6416b10f9e301,MutaHive,2,2
Furinax Tribe,Unknown,a220d93efdf05a439b83546a579953c63c863ca7,HiveTech,1,0
Kel-Morian Combine,Unknown,de2ada75fbc741cfa261ee467bf6416b10f9e301,MutaHive,1,0
Leviathan Brood,Unknown,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,MutaHive,2,1
Atlas Wing,Unknown,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,HiveTech,1,0
Auriga Tribe,Unknown,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,MutaHive,3,0
Surtur Brood,Unknown,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,MutaHive,1,0
Mar Sara,Unknown,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,HiveTech,1,1
Leviathan Brood,Unknown,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,MutaHive,2,1
Mar Sara,Unknown,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,MutaHive,1,0
Kel-Morian Combine,Unknown,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,MutaHive,1,0
Ara Tribe,Unknown,6f8da3c3cc8d08d9cf882700efa049280aedca8c,MutaHive,2,1
Epsilon Squadron,Unknown,9bfc271360fa5bab3707a29e1326b84d0ff58911,MutaHive,1,0
Antiga,Unknown,a220d93efdf05a439b83546a579953c63c863ca7,MutaHive,3,0
Venatir Tribe,Unknown,9bfc271360fa5bab3707a29e1326b84d0ff58911,HiveTech,1,0
Shelak Tribe,Unknown,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,MutaHive,2,0
Auriga Tribe,Unknown,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,HiveTech,1,0
Baelrog Brood,Unknown,83320e505f35c65324e93510ce2eafbaa71c9aa1,MutaHive,3,1
Venatir Tribe,Unknown,de2ada75fbc741cfa261ee467bf6416b10f9e301,MutaHive,3,0
Surtur Brood,Unknown,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,MutaHive,2,0
Shelak Tribe,Unknown,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,MutaHive,1,0
Auriga Tribe,Unknown,9bfc271360fa5bab3707a29e1326b84d0ff58911,MutaHive,1,0
Grendel Brood,Unknown,450a792de0e544b51af5de578061cb8a2f020f32,MutaHive,2,1
Grendel Brood,Unknown,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,HiveTech,1,0
Elite Guard,Unknown,83320e505f35c65324e93510ce2eafbaa71c9aa1,MutaHive,1,0
Venatir Tribe,Unknown,6f8da3c3cc8d08d9cf882700efa049280aedca8c,MutaHive,2,0
Garm Brood,Unknown,450a792de0e544b51af5de578061cb8a2f020f32,HiveTech,1,1
Sargas Tribe,Unknown,6f8da3c3cc8d08d9cf882700efa049280aedca8c,MutaHive,1,0
Jormungand Brood,Unknown,450a792de0e544b51af5de578061cb8a2f020f32,MutaHive,2,2
Epsilon Squadron,Unknown,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,MutaHive,1,0
Cronus Wing,Unknown,9bfc271360fa5bab3707a29e1326b84d0ff58911,MutaHive,2,0
Shelak Tribe,Unknown,a220d93efdf05a439b83546a579953c63c863ca7,MutaHive,2,0
Sargas Tribe,Unknown,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,HiveTech,2,0
Tiamat Brood,Unknown,de2ada75fbc741cfa261ee467bf6416b10f9e301,HiveTech,1,1
Antiga,Unknown,83320e505f35c65324e93510ce2eafbaa71c9aa1,MutaHive,1,0
Sargas Tribe,Unknown,de2ada75fbc741cfa261ee467bf6416b10f9e301,MutaHive,1,0
Auriga Tribe,Unknown,83320e505f35c65324e93510ce2eafbaa71c9aa1,MutaHive,1,0
Tiamat Brood,Unknown,450a792de0e544b51af5de578061cb8a2f020f32,MutaHive,2,1
Delta Squadron,Unknown,450a792de0e544b51af5de578061cb8a2f020f32,MutaHive,1,0
Antiga,Unknown,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,HiveTech,1,1
Grendel Brood,Unknown,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,MutaHive,3,2
Antiga,Unknown,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,MutaHive,1,0
Baelrog Brood,Unknown,a220d93efdf05a439b83546a579953c63c863ca7,MutaHive,1,1
Delta Squadron,Unknown,83320e505f35c65324e93510ce2eafbaa71c9aa1,HiveTech,1,0
Kel-Morian Combine,Unknown,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,MutaHive,2,0
Baelrog Brood,Unknown,450a792de0e544b51af5de578061cb8a2f020f32,MutaHive,2,1
Velari Tribe,Unknown,de2ada75fbc741cfa261ee467bf6416b10f9e301,MutaHive,3,0
Venatir Tribe,Unknown,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,MutaHive,1,0
Mar Sara,Unknown,83320e505f35c65324e93510ce2eafbaa71c9aa1,MutaHive,1,0
Antiga,Unknown,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,MutaHive,1,0
Shelak Tribe,Unknown,de2ada75fbc741cfa261ee467bf6416b10f9e301,HiveTech,2,0
Cronus Wing,Unknown,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,MutaHive,1,0
Tiamat Brood,Unknown,6f8da3c3cc8d08d9cf882700efa049280aedca8c,HiveTech,1,1
Epsilon Squadron,Unknown,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,MutaHive,3,0
Akilae Tribe,Unknown,6f8da3c3cc8d08d9cf882700efa049280aedca8c,MutaHive,1,0
Baelrog Brood,Unknown,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,MutaHive,1,0
Mar Sara,Unknown,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,MutaHive,1,0
Sargas Tribe,Unknown,de2ada75fbc741cfa261ee467bf6416b10f9e301,HiveTech,2,0
Furinax Tribe,Unknown,83320e505f35c65324e93510ce2eafbaa71c9aa1,MutaHive,1,1
Akilae Tribe,Unknown,de2ada75fbc741cfa261ee467bf6416b10f9e301,MutaHive,2,1
Akilae Tribe,Unknown,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,MutaHive,4,2
Tiamat Brood,Unknown,83320e505f35c65324e93510ce2eafbaa71c9aa1,MutaHive,1,0
Mar Sara,Unknown,6f8da3c3cc8d08d9cf882700efa049280aedca8c,MutaHive,1,0
Tiamat Brood,Unknown,de2ada75fbc741cfa261ee467bf6416b10f9e301,MutaHive,1,0
Delta Squadron,Unknown,6f8da3c3cc8d08d9cf882700efa049280aedca8c,MutaHive,1,0
Atlas Wing,Unknown,6f8da3c3cc8d08d9cf882700efa049280aedca8c,MutaHive,3,0
Auriga Tribe,Unknown,a220d93efdf05a439b83546a579953c63c863ca7,MutaHive,1,0
Ara Tribe,Unknown,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,MutaHive,3,0
Tiamat Brood,Unknown,83320e505f35c65324e93510ce2eafbaa71c9aa1,HiveTech,1,0
Grendel Brood,Unknown,de2ada75fbc741cfa261ee467bf6416b10f9e301,MutaHive,1,0
Antiga,Unknown,6f8da3c3cc8d08d9cf882700efa049280aedca8c,MutaHive,1,0
Kel-Morian Combine,Unknown,83320e505f35c65324e93510ce2eafbaa71c9aa1,MutaHive,1,0
Fenris Brood,Unknown,6f8da3c3cc8d08d9cf882700efa049280aedca8c,MutaHive,1,1
Baelrog Brood,Unknown,de2ada75fbc741cfa261ee467bf6416b10f9e301,MutaHive,2,0
Sargas Tribe,Unknown,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,MutaHive,1,0
Tiamat Brood,Unknown,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,MutaHive,1,0
Tiamat Brood,Unknown,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,MutaHive,1,0
Tiamat Brood,Unknown,450a792de0e544b51af5de578061cb8a2f020f32,HiveTech,1,1
Delta Squadron,Unknown,9bfc271360fa5bab3707a29e1326b84d0ff58911,MutaHive,1,0
Akilae Tribe,Unknown,a220d93efdf05a439b83546a579953c63c863ca7,MutaHive,1,0
Grendel Brood,Unknown,6f8da3c3cc8d08d9cf882700efa049280aedca8c,MutaHive,2,1
Mar Sara,Unknown,450a792de0e544b51af5de578061cb8a2f020f32,MutaHive,1,0
Furinax Tribe,Unknown,9bfc271360fa5bab3707a29e1326b84d0ff58911,MutaHive,2,0
Delta Squadron,Unknown,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,MutaHive,2,1
Ara Tribe,Unknown,de2ada75fbc741cfa261ee467bf6416b10f9e301,MutaHive,1,0
Shelak Tribe,Unknown,450a792de0e544b51af5de578061cb8a2f020f32,HiveTech,1,0
Ara Tribe,Unknown,9bfc271360fa5bab3707a29e1326b84d0ff58911,MutaHive,2,0
Tiamat Brood,Unknown,a220d93efdf05a439b83546a579953c63c863ca7,MutaHive,2,1
Venatir Tribe,Unknown,83320e505f35c65324e93510ce2eafbaa71c9aa1,MutaHive,1,1
Akilae Tribe,Unknown,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,MutaHive,2,0
Garm Brood,Unknown,83320e505f35c65324e93510ce2eafbaa71c9aa1,MutaHive,1,0
Atlas Wing,Unknown,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,HiveTech,1,1
Elite Guard,Unknown,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,MutaHive,2,0
Sargas Tribe,Unknown,a220d93efdf05a439b83546a579953c63c863ca7,MutaHive,1,0
Auriga Tribe,Unknown,de2ada75fbc741cfa261ee467bf6416b10f9e301,MutaHive,3,0
Tiamat Brood,Unknown,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,HiveTech,1,1
Kel-Morian Combine,Unknown,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,HiveTech,1,1
Fenris Brood,Unknown,a220d93efdf05a439b83546a579953c63c863ca7,MutaHive,1,1
Fenris Brood,Unknown,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,HiveTech,1,0
Atlas Wing,Unknown,83320e505f35c65324e93510ce2eafbaa71c9aa1,MutaHive,2,0
Shelak Tribe,Unknown,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,MutaHive,1,0
Jormungand Brood,Unknown,83320e505f35c65324e93510ce2eafbaa71c9aa1,MutaHive,1,0
Fenris Brood,Unknown,9bfc271360fa5bab3707a29e1326b84d0ff58911,MutaHive,1,1
Leviathan Brood,Unknown,a220d93efdf05a439b83546a579953c63c863ca7,MutaHive,1,1
Kel-Morian Combine,Unknown,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,HiveTech,1,0
Surtur Brood,Unknown,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,MutaHive,2,1
Elite Guard,Unknown,de2ada75fbc741cfa261ee467bf6416b10f9e301,MutaHive,1,0
Mar Sara,Unknown,a220d93efdf05a439b83546a579953c63c863ca7,HiveTech,1,1
Delta Squadron,Unknown,de2ada75fbc741cfa261ee467bf6416b10f9e301,MutaHive,1,0
Cronus Wing,Unknown,6f8da3c3cc8d08d9cf882700efa049280aedca8c,MutaHive,1,0
Velari Tribe,Unknown,9bfc271360fa5bab3707a29e1326b84d0ff58911,HiveTech,1,0
Velari Tribe,Unknown,450a792de0e544b51af5de578061cb8a2f020f32,MutaHive,1,0
Tiamat Brood,Unknown,1e983eb6bcfa02ef7d75bd572cb59ad3aab49285,HiveTech,1,1
Cronus Wing,Unknown,ba2fc0ed637e4ec91cc70424335b3c13e131b75a,MutaHive,1,0
Sargas Tribe,Unknown,450a792de0e544b51af5de578061cb8a2f020f32,MutaHive,1,0
Venatir Tribe,Unknown,450a792de0e544b51af5de578061cb8a2f020f32,MutaHive,1,0
Delta Squadron,Unknown,9bfc271360fa5bab3707a29e1326b84d0ff58911,HiveTech,1,0
Elite Guard,Unknown,a220d93efdf05a439b83546a579953c63c863ca7,HiveTech,1,1
Akilae Tribe,Unknown,450a792de0e544b51af5de578061cb8a2f020f32,MutaHive,1,0
Furinax Tribe,Unknown,af618ea3ed8a8926ca7b17619eebcb9126f0d8b1,MutaHive,2,0
Fenris Brood,Unknown,450a792de0e544b51af5de578061cb8a2f020f32,MutaHive,2,1
Mar Sara,Unknown,a220d93efdf05a439b83546a579953c63c863ca7,MutaHive,1,0
Sargas Tribe,Unknown,a220d93efdf05a439b83546a579953c63c863ca7,HiveTech,1,0
Fenris Brood,Unknown,de2ada75fbc741cfa261ee467bf6416b10f9e301,MutaHive,1,0
Cronus Wing,Unknown,a220d93efdf05a439b83546a579953c63c863ca7,MutaHive,1,0
Venatir Tribe,Unknown,4e24f217d2fe4dbfa6799bc57f74d8dc939d425b,HiveTech,1,0
